DENOMINAÇÃO,MORADA,CONCELHO,DISTRITO,FORMA JURÍDICA,ANO REGISTO,NIPC
"APPACDM de Figueira da Foz - Associação Portuguesa de Pais e Amigos
do Cidadão Deficiente Mental","Rua Dra. Cristina Torres, n.º 56",Figueira da Foz,Coimbra,Associação,2002,504646761
Centro Social Bem Querer de Brenha,"Trav. da Rua de Baixo, nº.4, Freg.
de Brenha",Figueira da Foz,Coimbra,Associação,2005,506802914
Centro Social de Carvalhais de Lavos,"Rua Fonte dos Telheiros, n.º 8 -
Carvalhais",Figueira da Foz,Coimbra,"Centro Social
Paroquial",2006,508945194
Centro Social de Sanctus Petrus,"Rua Padre Francisco, n.º 11",Figueira da Foz,Coimbra,"Centro Social
Paroquial",2006,513036490
"FIGUEIRAVIVA - Associação de Cooperação e Solidariedade para o
Desenvolvimento da Figueira da Foz","R.Flores da Beira-Mar, nº.20, r/c freg.
de Buarcos",Figueira da Foz,Coimbra,Associação,2006,504619322
"Grupo Caras Direitas - Associação de Acção Social, Cultura e Desporto","Rua 5 de Outubro, nº. 5 Lugar e
Freguesia Buarcos",Figueira da Foz,Coimbra,Associação,2009,500130990
Associação Novo Olhar,"Rua Drª Cristina Torres, nº 6 Cave
Esq Tardoz",Figueira da Foz,Coimbra,Associação,2009,503260584
Associação Barca da Vida,Centro Comercial Foz Center,Figueira da Foz,Coimbra,Associação,2011,507243366
Liga dos Amigos do Hospital Distrital da Figueira da Foz,"Rua do Hospital -São Pedro-Figueira
da Foz-Coimbra",Figueira da Foz,Coimbra,Associação,2016,510221041
Centro Paroquial de Solidariedade Social da Freguesia de Alvares,Alvares,Góis,Coimbra,"Centro Social
Paroquial",1982,501234020
Centro Social de Rocha Barros,"Bairro Verde, n.º 4",Góis,Coimbra,Associação,1986,501182560
Irmandade da Santa Casa da Misericórdia de Góis,Gois,Góis,Coimbra,Misericórdia,1989,502200413
ARCIL - Associação para a Recuperação de Crianças Inadaptadas da Lousã,"Centro D. Emília de Carvalho - Cabo
do soito",Lousã,Coimbra,Associação,1983,501227083
Centro Paroquial de Solidariedade Social da Freguesia de Serpins,Serpins,Lousã,Coimbra,"Centro Social
Paroquial",1982,501537554
Santa Casa da Misericórdia de Lousã,Lousã,Lousã,Coimbra,Misericórdia,1983,500876983
"ADIC - Associação de Defesa do Idoso e da Criança de Vilarinho, Lousã","Rua Senhora das Preces, n.º 4",Lousã,Coimbra,Associação,2000,504000349
Centro Social e Cultural da Ponte Velha,"Lugar da Ponte Velha, freguesia da
Foz de Arouce",Lousã,Coimbra,Associação,2003,504572849
Centro Social de Casal de Ermio,"Lugar e Freguesia de Casal de
Ermio - Lousã",Lousã,Coimbra,Associação,2004,504672410
Centro Social e Cultural do Pinhal,Chã das Barreiras - Pegôs,Lousã,Coimbra,"Instituto de
Organização
Religiosa",2007,503984892
"Associação Recreativa, Cultural e Social das Gândaras",Fontaínhas,Lousã,Coimbra,Associação,2007,501380019
ACTIVAR - Associação de Cooperação da Lousã,Rua Miguel Torga,Lousã,Coimbra,Associação,2010,508407613
Associação de Idosos Mirense,"Rua Afonso Costa, n.º 58",Mira,Coimbra,Associação,1987,501316590
Associação de Solidariedade Social de Carapelhos e Corticeiro de Baixo,Rua 31 de Dezembro,Mira,Coimbra,Associação,1992,502569760
Centro Social Paroquial de Seixo de Mira,Seixo,Mira,Coimbra,"Centro Social
Paroquial",1990,501313842
Sociedade de Promoção Social Obra do Frei Gil,Praia de Mira,Mira,Coimbra,"Instituto de
Organização
Religiosa",1991,501834320
Centro Comunitário Polivalente da Freguesia da Praia de Mira,Vila da Praia de Mira,Mira,Coimbra,Associação,2000,504419889
Centro Paroquial de Solidariedade Social de Mira,Lugar de Lentisqueira,Mira,Coimbra,"Centro Social
Paroquial",2000,502111941
Unidade Paroquial de Apoio Social da Praia de Mira,Freguesia da Praia de Mira,Mira,Coimbra,"Centro Social
Paroquial",2001,502692286
Proa - Associação de Solidariedade Social de Lagoa,"Avº. Central, 210",Mira,Coimbra,Associação,2012,509005632
Lar Dr. Clemente de Carvalho,Pereira,"Miranda do
Corvo",Coimbra,Fundação,1983,501071253
Santa Casa da Misericórdia de Semide,Semide,"Miranda do
Corvo",Coimbra,Misericórdia,1989,501292403
"Fundação ADFP - Assistência, Desenvolvimento e Formação Profissional",Miranda do Corvo,"Miranda do
Corvo",Coimbra,Fundação,2009,509427987
Associação Cultural Desportiva e Social de Ereira,Ereira - Freguesia de Verride,"Montemor-o-
Velho",Coimbra,Associação,1993,501172149
Associação Fernão Mendes Pinto,Montemor-o-Velho,"Montemor-o-
Velho",Coimbra,Associação,1985,501219064
Associação Sócio Cultural da Candelária - ASCC,Freguesia de Gatões,"Montemor-o-
Velho",Coimbra,Associação,1994,502953934
Casa do Povo da Abrunheira,"Rua da Casa do Povo, 1 - Montemor-
o-Novo","Montemor-o-
Velho",Coimbra,Associação,1992,501102698
Centro Paroquial de Meãs,Meãs do Campo,"Montemor-o-
Velho",Coimbra,"Centro Social
Paroquial",1989,502317680
Centro Paroquial de Solidariedade Social da Freguesia de Verride,Verride,"Montemor-o-
Velho",Coimbra,"Centro Social
Paroquial",1981,501237755
Centro Paroquial de Solidariedade Social da Freguesia de Arazede,Arazede,"Montemor-o-
Velho",Coimbra,"Centro Social
Paroquial",1984,501372350
Centro Social e Cultural de Bunhosa,"Rua Centro Social e Cultural de
Bunhosa, n.º 1007","Montemor-o-
Velho",Coimbra,Associação,1997,502509600
Centro Social Paroquial de Carapinheira do Campo,Carapinheira,"Montemor-o-
Velho",Coimbra,"Centro Social
Paroquial",1991,502690259
Centro Social Paroquial de Santo Varão,Freguesia de Santo Varão,"Montemor-o-
Velho",Coimbra,"Centro Social
Paroquial",1990,502661755
Santa Casa da Misericórdia de Montemor-o-Velho,Vila de Montemor-o-Velho,"Montemor-o-
Velho",Coimbra,Misericórdia,1985,501673253
Irmandade da Santa Casa da Misericórdia de Tentúgal,"Rua Dr. Armando Gonçalves -
Tentúgal","Montemor-o-
Velho",Coimbra,Misericórdia,1985,501431764
Santa Casa da Misericórdia da Vila de Pereira,Montemor-o-velho,"Montemor-o-
Velho",Coimbra,Misericórdia,1986,501290311
"Centro de Recreio Popular de Formoselha - Associação Cultural, Desportiva
e de Solidariedade","Lugar de Formoselha, freguesia de
Santo Varão","Montemor-o-
Velho",Coimbra,Associação,2002,501739750
Associação de Dadores de Sangue e Apoio Social do Baixo Mondego,Edificio Escolar do Amieiro,"Montemor-o-
Velho",Coimbra,Associação,2009,507525094
Associação de Desenvolvimento Progresso e Vida de Liceia - IPSS,Rua de São Miguel,"Montemor-o-
Velho",Coimbra,Associação,2010,509455590
"A ARCIAL-Associação para Recuperação de Crianças Inadaptadas de
Oliveira do Hospital",Rua António Mendes Monteiro,"Oliveira do
Hospital",Coimbra,Associação,1992,500980896
Associação dos Amigos da Lageosa,Lageosa,"Oliveira do
Hospital",Coimbra,Associação,1998,501378227
Associação Progressiva de Santo António do Alva,"Rua da Capela, n.º 1- Oliveira
Hospital","Oliveira do
Hospital",Coimbra,Associação,1993,501109625
Centro de Recreio e Convívio,"Avenida da Fronteira, n.º 8","Oliveira do
Hospital",Coimbra,Associação,1989,501653430
Centro Paroquial de Solidariedade Social da Freguesia de Lagares,"Rua do Lar de Terceira Idade, n.º 5","Oliveira do
Hospital",Coimbra,"Centro Social
Paroquial",1981,501258280
Centro Paroquial de Solidariedade Social Freg. de Santa Ovaia,"Rua Dr. João Martins, n.º 8 - Santa
Ovaia","Oliveira do
Hospital",Coimbra,"Centro Social
Paroquial",1982,501239294
Centro Paroquial de Solidariedade Social da Freguesia de Bobadela,Bobadela,"Oliveira do
Hospital",Coimbra,"Centro Social
Paroquial",1982,501238859
Centro Social de Aldeia das Dez,Aldeia das Dez,"Oliveira do
Hospital",Coimbra,Associação,1982,500885796
Centro Social Paroquial de Ervedal da Beira,Ervedal da Beira,"Oliveira do
Hospital",Coimbra,"Centro Social
Paroquial",1988,502070439
Centro Social Paroquial de Nogueira do Cravo,Nogueira do Cravo,"Oliveira do
Hospital",Coimbra,"Centro Social
Paroquial",1991,
Centro Social Paroquial de Seixo da Beira,"Rua do Comércio, n.º 82","Oliveira do
Hospital",Coimbra,"Centro Social
Paroquial",1988,502070447
Fundação Albino Mendes da Silva,Parque de Campismo de S.Gião,"Oliveira do
Hospital",Coimbra,Fundação,1996,503240648
Fundação Aurélio Amaro Diniz,Oliveira do Hospital,"Oliveira do
Hospital",Coimbra,Fundação,1984,500746621
"Obra de Dona Josefina da Fonseca de Protecção à Criança e de Formação
Doméstica","Rua Dr. Lourenço Justiniano, n.º 12","Oliveira do
Hospital",Coimbra,Fundação,1981,500845662
Obra Eugénia Garcia Monteiro de Brito,Lagares da Beira,"Oliveira do
Hospital",Coimbra,Fundação,1991,500877246
Santa Casa da Misericórdia de Galizes,Oliveira do Hospital,"Oliveira do
Hospital",Coimbra,Misericórdia,1991,500876851
Sociedade de Defesa e Propaganda de Avô,Freguesia de Avô,"Oliveira do
Hospital",Coimbra,Associação,1989,500968705
"Sociedade Recreativa Lealdade Sampaense - Associação de Solidariedade
Social, IPSS",Pavilhão Serafim Marques,"Oliveira do
Hospital",Coimbra,Associação,1997,501297235
Centro de Desenvolvimento Sócio - Cultural de Penalva de Alva,Penalva de Alva,"Oliveira do
Hospital",Coimbra,Associação,1999,503978884
Associação para o Desenvolvimento Social e Cultural do Vale do Cobral,"Freguesia de Meruge - Oliveira do
Hospital","Oliveira do
Hospital",Coimbra,Associação,2000,504764810
CSTL - Centro Social de Travanca de Lagos,"Avª. Principal, nº 67","Oliveira do
Hospital",Coimbra,Associação,2012,509531407
Associação de Solidariedade Social Professor Virgílio Hall da Fonseca,"Rua D. Manuel I, nº 55","Oliveira do
Hospital",Coimbra,Associação,2013,510225012
Associação de Solidariedade Social de Dornelas do Zêzere,Dornelas do Zêzere,"Pampilhosa da
Serra",Coimbra,Associação,1982,501466240
Santa Casa da Misericórdia de Pampilhosa da Serra,Pampilhosa da Serra,"Pampilhosa da
Serra",Coimbra,Misericórdia,1987,501722009
Centro de Acolhimento - Associação de Pais,Penacova,Penacova,Coimbra,Associação,1990,502191376
"Centro de Bem Estar Social da Freguesia de Figueira do Lorvão -
Associação de Solidariedade Social",Figueira de Lorvão,Penacova,Coimbra,Associação,1990,501235850
"Centro Paroquial de Bem Estar-Social da Freguesia de Travanca do
Mondego","Rua da Igreja, n.º 37 - Travanca do
Mondego",Penacova,Coimbra,"Centro Social
Paroquial",1982,501260269
"Centro Paroquial de Solidariedade Social da Freguesia de Oliveira do
Mondego",Oliveira do Mondego,Penacova,Coimbra,"Centro Social
Paroquial",1982,501256954
Centro Social Paroquial do Lorvão,Lorvão,Penacova,Coimbra,"Centro Social
Paroquial",1992,502545852
Irmandade da Santa Casa da Misericórdia de Penacova,Penacova,Penacova,Coimbra,Misericórdia,1981,501169326
"Grupo de Solidariedade Social, Desportivo, Cultural e Recreativo de Miro","Rua Nª. Srª. da Conceição, 57 - Miro -
Fg.Friúmes",Penacova,Coimbra,Associação,2000,501095055
Fundação Mário da Cunha Brito,São Pedro de Alva,Penacova,Coimbra,Fundação,2015,500850534
"Associação para o Desenvolvimento Económico-Social e Cultural do
Concelho de Penela","Largo Dr. Albino M. Cordeiro, Nº. 9",Penela,Coimbra,Associação,1988,501955895
Casa de Beneficência Conselheiro Oliveira Guimarães,"Rua do Castelo, s/n",Penela,Coimbra,Fundação,1985,501158375
Santa Casa da Misericórdia de Penela,Penela,Penela,Coimbra,Misericórdia,1984,501057501
Associação Quinta das Pontes,VIla e freguesia de Espinhal,Penela,Coimbra,Associação,2001,504608231
Associação Tempos Brilhantes,"Quinta das Pontes, s/n - Penela",Penela,Coimbra,Associação,2017,510815669
"Associação Cultural, Desportiva e de Solidariedade da Freguesia da Vinha
da Rainha",Freguesia de Vinha da Raínha,Soure,Coimbra,Associação,1990,501955984
"Associação Cultural, Recreativa e Social de Samuel",Coles - Freguesia de Samuel,Soure,Coimbra,Associação,1992,501366288
Casa do Povo de Vila Nova de Anços,Vila Nova de Anços,Soure,Coimbra,Associação,1996,500968012
Centro Assistência Paroquial da Granja do Ulmeiro,Granja do Ulmeiro,Soure,Coimbra,"Centro Social
Paroquial",1985,503541036
Centro Social de Alfarelos,Vila de Alfarelos,Soure,Coimbra,Associação,1982,501345477
Centro Social de Figueiró do Campo,Figueiró do Campo,Soure,Coimbra,Associação,1994,502672854
Fundação Maria Luísa Ruas,"Rua Maria Luísa Ruas, s/n",Soure,Coimbra,Fundação,1986,500874964
Santa Casa da Misericórdia de Soure,Soure,Soure,Coimbra,Misericórdia,1995,501214305
"APPACDM de Soure - Associação Portuguesa de Pais e Amigos do Cidadão
Deficiente Mental",Cerca dos Anjos- Soure,Soure,Coimbra,Associação,2002,505391180
Centro Social das Malhadas,"Rua Principal, Malhadas",Soure,Coimbra,Associação,2007,503046280
"Associação de Desenvolvimento Social, Cultural e Desportiva da Freguesia
de Tapeus",Lugar de Tapeus - Tapeus - Soure,Soure,Coimbra,Associação,2007,502182202
"Associação Social, Desportiva, Recreativa e Cultural de Covas, IPSS","Covas, Concelho de Tabua",Tábua,Coimbra,Associação,1999,502127112
"Associação Cultural, Recreativa, Defesa e Propaganda de Ázere",Lugar e Freguesia de Ázere,Tábua,Coimbra,Associação,1996,502854260
Casa do Povo de Espariz - Associação Humanitária e de Fomento Social,Espariz,Tábua,Coimbra,Associação,1993,500917256
Casa do Povo de Mouronho,Mouronho,Tábua,Coimbra,Associação,1998,500907706
"Casa do Povo de Pinheiro de Coja - Associação Recreativa, Cultural e de
Fomento Social",Pinheiro de Coja - Tabua,Tábua,Coimbra,Associação,1997,500969396
Centro Social Caeiro da Matta da Paróquia de Midões,"Freguesia de Midoes, Concelho de
Tabua - Coimbra",Tábua,Coimbra,"Centro Social
Paroquial",1999,503468525
Fundação Sarah Beirão e António Costa Carvalho,Quinta dos Freixos,Tábua,Coimbra,Fundação,1985,501434674
Santa Casa da Misericórdia de Tábua,Vila de Tábua,Tábua,Coimbra,Misericórdia,1984,500835608
Fundação Octávio Maria de Oliveira,"V.N.Oliveirinha - Quinta Ramalhosa
Casal S.João",Tábua,Coimbra,Fundação,1999,504390767
Centro de Bem Estar Infantil de Santo André,Vila Nova de Poiares,"Vila Nova de
Poiares",Coimbra,Associação,1982,501265864
"Irmandade de Nossa Senhora das Necessidades da Santa Casa da
Misericórdia de Vila Nova de Poiares",Vila Nova de Poiares,"Vila Nova de
Poiares",Coimbra,Associação,1985,500997187
Associação de Desenvolvimento Integrado de Poiares,"Freguesia de Santo André - Vila
Nova de Poiares","Vila Nova de
Poiares",Coimbra,Associação,1999,503884979
"APPACDM de Vila Nova de Poiares -Associação Portuguesa de Pias e
Amigos do Cidadão Deficiente Mental",Avessada,"Vila Nova de
Poiares",Coimbra,Associação,2001,504646907
Associação de Protecção aos Idosos da Freguesia de Terena,"Estª. Municipal, Nº. 19 - Freg. de S.
Pedro",Alandroal,Évora,Associação,1992,502789530
Centro Social Paroquial de Alandroal,Freg. Nossa Senhora da Conceição,Alandroal,Évora,"Centro Social
Paroquial",1989,503095443
"Lar e Centro de Dia para Idosos ""O Cantinho Amigo de Santiago Maior""","Aldeia das Pias - Freg. de Santiago
Maior",Alandroal,Évora,Associação,1992,503149578
Santa Casa da Misericórdia do Alandroal,Alandroal,Alandroal,Évora,Misericórdia,1983,500845700
Associação de Solidariedade Social de Capelins,Aldeia Ferreira de Capelins,Alandroal,Évora,Associação,1999,504414755
"Choupana - Associação para a Protecção e Desenvolvimento do Concelho
de Alandroal","Rua João de Deus,3 A, freguesia
Nª.Sª.daConceição",Alandroal,Évora,Associação,2006,504602896
Associação de Idosos e Reformados da Freguesia do Sabugueiro,"Rua 1º de Maio, n.º 14 - Sabugueiro",Arraiolos,Évora,Associação,1997,504051164
Associação de Reformados de Santana do Campo,"Loteamento Municipal, Lote D",Arraiolos,Évora,Associação,1997,504509977
Associação dos Reformados Pensionistas e Idosos das Ilhas de Arraiolos,Ilhas,Arraiolos,Évora,Associação,1983,501333843
Centro Infantil Augusto Piteira,"R. Sub Tenente António Bernardino
Apolónio Piteira",Arraiolos,Évora,Associação,1987,501287612
Centro Social Paroquial de Arraiolos,Arraiolos,Arraiolos,Évora,"Centro Social
Paroquial",1985,501195815
Centro Social Paroquial de S. Pedro da Gafanhoeira,S. Pedro da Gafanhoeira,Arraiolos,Évora,"Centro Social
Paroquial",1989,504672789
Santa Casa da Misericórdia de Arraiolos,Arraiolos,Arraiolos,Évora,Misericórdia,1983,500852480
Santa Casa da Misericórdia do Vimieiro,"Rua da Misericordia, 1",Arraiolos,Évora,Misericórdia,1985,501325107
Associação de Reformados Pensionistas e Idosos de Igrejinha,Rua 25 de Abril,Arraiolos,Évora,Associação,1992,502577967
Associação de Pensionistas e Idosos da Freguesia de Arraiolos,Trav do Pátio nº.5 A,Arraiolos,Évora,Associação,1999,504578634
Associação de Idosos e Reformados 25 de Abril Vale do Pereiro,"Rua 25 Abril, 2-A, Vale Pereiro -
Freg. Stª. Justa",Arraiolos,Évora,Associação,2000,504422553
Associação de Reformados e Pensionistas do Vimieiro,"Praça Dr. Teófilo Salvado -
Freguesia de Vimieiro",Arraiolos,Évora,Associação,2001,505107899
Associação de Reformados de S. Pedro da Gafanhoeira,"Beco da Rua Nova, n.º 2 - S.Pedro
da Gafanhoeira",Arraiolos,Évora,Associação,2001,505091062
Associação Social Unidos de Santana do Campo,"Rua 25 de Abril, nº. 34, Santana do
Campo",Arraiolos,Évora,Associação,2003,501406182
ASSO- Associação de Solidariedade Social da Orada,"(provisoria) Largo da Igreja Nº. 12,
Orada",Borba,Évora,Associação,1998,504198963
Santa Casa da Misericórdia de Borba,Vila de Borba,Borba,Évora,Misericórdia,1982,500848572
Associação Unitária de Reformados Pensionistas e Idosos de Borba,"Rua Fernão Penteado, 22, Freguesia
da Matriz",Borba,Évora,Associação,2004,503656127
Associação de Amigos da Terceira Idade de S. Lourenço,"Freguesia de S. Lourenço de
Mamporcão",Estremoz,Évora,Associação,1995,503386685
Recolhimento Nossa Senhora dos Mártires,"Rua Herois da India, s/n",Estremoz,Évora,Associação,1983,500874743
Centro de Bem-Estar Social de Estremoz,Estremoz,Estremoz,Évora,Associação,1985,501406328
Centro Social Paroquial de Santa Maria de Estremoz,Freguesia de Santa Maria,Estremoz,Évora,"Centro Social
Paroquial",1989,503313912
Centro Social Paroquial de Santo André de Estremoz,Freguesia de Santo André,Estremoz,Évora,"Centro Social
Paroquial",1985,501879374
